zip,total_education_count,hs_diploma,some_college,associates,bachelors,advanced_degree
45243,10080,1157,1218,489,3874,3043
45244,19093,3889,3456,1302,5790,3386
45245,13387,3861,3088,1404,2931,1150
45246,9673,2101,2203,713,2054,1057
45247,16266,4671,3462,1396,3926,1734
45248,17500,6061,3668,1490,3508,1491
45249,9554,1421,1509,526,3083,2646
45251,14334,5339,3301,1442,1882,581
45252,3543,1268,581,261,707,445
45255,15062,3113,3054,1167,4377,2505
45301,119,47,0,0,20,12
45302,2501,977,476,405,396,161
45303,1447,673,187,126,70,114
45304,4935,2432,1186,306,354,184
45305,7162,1465,1311,613,1906,1583
45306,1613,799,263,150,245,100
45307,175,82,36,22,9,0
45308,2750,1487,403,265,190,69
45309,9073,3521,2599,880,849,436
45310,163,109,13,7,16,1
45311,4509,2066,921,319,215,123
45312,997,480,221,107,102,68
45314,2340,633,626,208,445,314
45315,3124,894,674,162,786,457
45316,82,38,7,4,12,5
45317,588,284,92,72,90,42
45318,3874,2088,615,273,244,155
45319,253,83,36,36,52,29
45320,10176,4244,2462,951,1130,488
45321,691,316,134,58,71,17
45322,14982,5066,4002,1553,2072,1341
45323,4015,1113,1103,382,616,391
45324,24559,7246,5722,2087,3551,2945
45325,1738,654,397,182,156,125
45326,650,316,115,32,48,49
45327,6411,2175,1542,584,844,569
45328,366,202,74,28,7,11
45330,566,280,111,67,17,9
45331,16012,8135,2968,1087,1110,783
45332,438,152,105,93,5,3
45333,765,372,114,83,79,48
45334,1526,798,249,118,91,121
45335,4468,1790,1101,495,382,266
45336,101,38,8,17,25,4
45337,1138,507,234,107,114,60
45338,3462,1610,668,275,279,159
45339,1078,457,164,74,121,67
45340,430,218,68,44,30,8
45341,2482,1001,648,183,250,74
45342,25253,7863,5832,2331,4122,2487
45344,11184,3979,2712,858,1375,585
45345,4105,2204,823,361,185,46
45346,1442,707,315,125,141,47
45347,3136,1462,661,207,229,84
45348,515,270,104,43,0,25
45349,278,104,104,23,19,23
45350,79,28,12,22,11,1
45351,154,81,21,14,15,7
45352,128,70,35,2,0,0
45353,137,84,19,9,0,0
45354,418,213,95,19,41,2
45356,17180,7260,3668,1629,1124,765
45358,267,152,55,25,19,5
45359,1248,645,258,110,86,37
45360,286,177,45,15,10,4
45361,186,90,63,5,11,2
45362,913,522,101,87,45,76
45363,1029,470,178,123,159,74
45365,20161,8933,3970,1805,1576,1270
45368,3143,1319,775,254,303,153
45369,2311,1024,480,157,224,147
45370,1611,455,235,154,339,365
45371,12895,4365,2439,1451,2141,1515
45372,322,171,64,29,13,2
45373,24416,8552,4999,2413,3885,2064
45377,10586,3303,2714,1350,1421,851
45378,224,128,38,23,8,3
45380,3435,1543,574,305,403,196
45381,3884,1891,828,248,303,152
45382,862,414,192,59,63,23
45383,5254,1608,1692,447,691,238
45384,111,8,10,13,23,49
45385,26877,9160,5747,2231,3955,2985
45387,4107,589,800,273,1066,1262
45388,504,292,38,57,52,12
45389,324,177,72,13,13,5
45390,2248,1086,286,137,75,64
45402,7101,2111,1701,388,609,619
45403,9820,2631,2408,664,616,381
45404,6678,2529,1227,581,236,100
45405,12027,3625,3142,1097,1364,652
45406,13762,4465,3634,1425,1387,932
45409,5053,916,840,496,1519,1036
45410,10397,3348,2321,984,1182,568
45414,13849,4458,3750,1099,1654,1110
45415,9257,2570,2162,894,1550,1257
45416,4048,1411,1013,354,298,184
45417,20200,6752,5987,1525,1178,642
45418,1154,415,311,142,132,41
45419,10227,1396,2239,921,2680,2608
45420,17494,5881,5085,1823,2059,1004
45424,33737,9465,9227,3774,5183,3417
45426,10503,3463,3216,739,1157,618
45428,270,95,28,4,11,11
45429,18876,4354,4620,1690,4368,2892
45430,5210,924,1003,635,1104,1313
45431,18306,4615,3876,1760,3550,3108
45432,10756,3450,2738,804,1299,1325
45433,1199,88,371,197,283,236
45434,8222,1161,1591,739,2222,2308
45439,6704,2445,1682,605,639,293
45440,14888,3371,2985,1491,3505,2918
45449,12973,4200,3757,1387,1630,610
45458,21438,3290,4102,2114,6023,4859
45459,20546,3937,4423,1920,5423,3903
45502,11607,4031,2859,1077,1719,1053
45503,22998,8183,5612,1908,2924,1544
45504,11744,3792,2253,1008,1912,1207
45505,12641,5336,2636,1084,724,258
45506,9185,3437,2273,685,898,365
45601,40275,16557,7472,3636,4029,2457
45612,3965,1898,514,309,387,108
45613,2618,1223,424,202,85,105
45614,3424,1489,609,244,342,162
45616,970,416,152,35,89,8
45617,166,90,48,0,14,0
45618,7,6,0,1,0,0
45619,5300,2008,975,558,669,270
45620,880,438,197,81,2,27
45621,256,81,66,24,18,0
45622,148,48,17,26,23,17
45623,2106,1189,230,128,181,46
45624,0,0,0,0,0,0
45628,3292,1271,702,329,322,237
45629,2202,921,438,182,102,147
45630,160,114,5,0,0,0
45631,10386,3680,1841,734,1149,761
45634,1280,547,211,69,28,41
45636,149,70,29,22,12,0
45638,14972,6590,3192,1060,1259,688
45640,10932,4565,1760,588,1371,863
45642,0,0,0,0,0,0
45644,3185,1526,644,336,147,138
45645,2180,1081,264,297,111,148
45646,192,80,73,10,0,0
45647,1517,832,272,77,26,0
45648,8892,3837,1252,607,715,442
45650,195,61,35,28,0,5
45651,4217,1750,704,484,313,175
45652,2497,1084,397,270,174,126
45653,3052,1092,655,356,261,189
45654,663,237,134,37,41,0
45656,4372,1858,563,428,398,236
45657,1804,924,205,21,204,83
45658,1683,567,290,45,102,104
45659,2204,1082,189,86,142,155
45660,5595,2574,879,388,301,196
45661,4789,2117,654,268,358,250
45662,20076,7124,4485,1595,2048,1022
45663,4328,1910,1017,403,300,120
45669,7209,3065,1353,657,845,518
45671,322,165,107,2,17,2
45672,835,506,103,51,48,40
45673,261,201,0,12,0,0
45674,197,112,23,0,25,37
45678,902,449,111,74,12,0
45679,1841,799,316,102,135,105
45680,8685,3778,1587,628,860,424
45681,1282,670,172,44,65,32
45682,1619,829,177,100,112,94
45684,1280,612,208,143,65,79
45685,614,234,140,75,43,78
45686,2421,1198,344,210,75,35
45688,457,341,8,36,10,4
45690,9362,3942,1534,585,907,516
45692,5934,2547,962,549,619,262
45693,5477,2349,992,367,203,283
45694,8620,3490,1636,877,936,503
45695,444,264,46,46,31,4
45696,846,400,142,133,97,43
45697,3417,1599,604,309,258,65
45698,340,217,17,38,3,22
45701,14057,3085,2459,960,2909,3815
45710,4183,1720,823,540,441,261
45711,827,375,171,34,77,65
45714,7052,3060,1477,761,715,235
45715,1739,690,265,292,209,52
45716,305,124,54,26,29,25
45719,820,325,98,162,38,23
45721,42,25,0,0,0,0
45723,2584,992,567,255,196,178
45724,1384,657,263,116,85,87
45727,358,285,35,11,10,0
45729,891,332,208,131,110,30
45732,2920,1142,606,375,139,189
45734,414,259,80,10,14,8
45735,1365,514,202,216,153,120
45740,404,197,87,18,29,15
45741,689,252,119,99,0,10
45742,2060,799,452,347,283,46
45743,1064,490,148,160,102,30
45744,1850,886,303,156,174,99
45745,1093,643,182,21,121,42
45746,371,197,46,26,1,0
45750,19152,7388,3777,1885,2549,1475
45760,2705,1154,516,221,123,88
45761,1392,440,279,214,139,174
45764,5544,2161,1227,747,278,203
45766,764,249,144,70,162,64
45767,1827,961,284,169,95,29
45768,1241,658,204,112,153,27
45769,4598,2058,537,495,450,219
45770,323,148,60,26,29,13
45771,2542,1133,566,226,179,108
45772,1384,602,169,82,114,69
45773,81,15,27,0,0,0
45775,903,460,149,100,57,25
45776,318,137,47,28,48,21
45778,431,213,36,51,16,60
45779,478,181,106,72,22,20
45780,2168,671,481,180,356,246
45782,251,99,31,29,17,5
45784,2409,982,633,198,198,116
45786,2429,1207,560,221,211,111
45787,24,17,7,0,0,0
45788,823,445,121,58,81,0
45789,31,16,8,7,0,0
45801,15786,6459,3929,1227,1064,674
45804,9636,4106,1913,818,399,341
45805,14931,5026,3370,1564,1912,1519
45806,7800,3212,1679,709,948,602
45807,8044,3293,1941,976,754,583
45808,248,126,52,18,12,4
45809,61,35,6,12,3,0
45810,4065,1506,741,261,597,558
45812,1228,620,159,116,66,35
45813,2532,1175,503,278,237,171
45814,1736,775,418,112,296,56
45816,264,123,88,11,4,24
45817,4349,1577,643,297,822,802
45819,159,73,59,11,3,3
45820,340,139,99,30,37,12
45821,1111,597,172,96,115,33
45822,13575,6052,2663,1434,1348,803
45826,256,133,28,14,48,10
45827,1271,598,177,156,125,135
45828,4031,2207,514,323,396,300
45830,4148,1964,823,520,356,279
45831,2096,997,407,158,141,78
45832,1927,1000,341,171,205,145
45833,7369,3085,1386,979,767,579
45835,323,170,29,24,37,22
45836,1001,515,191,78,89,61
45838,21,12,3,1,2,0
45840,36683,12446,7708,3217,6478,3617
45841,545,256,82,80,80,18
45843,2846,1342,498,221,152,249
45844,2337,1062,303,364,309,131
45845,1872,967,239,178,201,132
45846,2425,1333,276,292,180,118
45849,864,445,217,41,54,37
45850,2306,1094,409,265,253,93
45851,385,210,41,22,45,23
45853,922,282,107,126,176,115
45854,381,207,66,41,14,15
45855,127,64,21,8,11,3
45856,3449,1834,431,348,358,199
45858,2291,1069,475,269,247,97
45859,336,196,46,11,8,7
45860,1255,647,152,163,138,110
45861,93,58,16,0,0,0
45862,900,445,189,84,48,28
45863,695,337,130,57,48,28
45864,106,53,16,12,9,4
45865,3416,1397,620,326,609,234
45866,161,83,39,9,2,0
45867,660,262,161,51,82,71
45868,409,221,53,40,48,4
45869,3023,1140,607,363,502,284
45870,95,10,17,16,5,47
45871,1237,483,204,190,226,81
45872,2737,1296,564,197,333,74
45873,1434,697,290,84,114,72
45874,1625,908,289,79,140,50
45875,7443,2802,1348,971,1253,638
45876,472,151,93,79,94,20
45877,1407,507,239,227,199,134
45879,4063,1933,736,419,344,169
45880,1676,923,283,178,105,63
45881,1073,565,149,73,157,42
45882,1928,951,352,156,191,111
45883,2361,1129,313,281,330,117
45884,136,73,16,17,0,0
45885,8723,3527,1899,920,969,472
45886,423,196,88,45,15,15
45887,3070,1606,486,263,355,123
45888,172,79,17,54,6,6
45889,898,313,294,36,121,89
45890,464,208,121,53,33,13
45891,10490,4932,1897,902,1032,650
45894,362,190,62,28,45,12
45895,12138,5309,2567,1290,1293,744
45896,1542,812,254,150,148,54
45897,135,35,0,11,0,0
45898,912,402,196,97,108,16
45899,167,76,45,30,1,5
46001,7434,2819,1840,581,745,311
46011,12430,4830,2517,1106,1850,997
46012,13097,4660,2995,1032,1954,1006
46013,12254,4951,3008,1119,1215,552
46016,11490,4601,2440,763,534,183
46017,4203,1862,995,374,348,212
46030,2069,1064,401,130,166,129
46031,1433,587,374,125,150,62
46032,28964,3339,4569,1514,10837,8158
46033,23470,2064,3254,1082,9715,6994
46034,4877,1775,1002,304,1076,390
46035,748,351,182,51,44,43
46036,7851,3538,1474,699,663,254
46037,23124,2423,4130,1215,9515,5351
46038,25662,3632,4984,2100,9812,4422
46039,433,190,54,55,72,55
46040,7836,2417,1344,679,1743,954
46041,15306,7370,2618,935,1271,669
46044,1759,861,292,160,219,78
46045,111,49,44,8,10,0
46047,84,29,31,0,24,0
46048,1326,559,313,116,132,34
46049,540,279,92,55,28,7
46050,1296,526,260,119,211,37
46051,2083,906,366,199,414,126
46052,14839,6088,2936,1040,2366,901
46055,6440,1220,1452,438,2220,906
46056,1485,581,339,181,143,95
46057,641,311,136,69,47,21
46058,1533,567,300,115,236,106
46060,23707,5494,4931,1715,6986,3085
46062,20560,4235,4647,1962,6050,2498
46063,277,98,73,16,36,2
46064,11048,3502,2513,1293,2049,896
46065,2206,972,457,210,307,98
46068,1936,808,396,133,204,129
46069,4932,2003,1215,329,560,326
46070,1651,693,385,138,235,52
46071,2643,1120,539,238,281,191
46072,6657,2424,1456,654,951,359
46074,17977,2230,2784,904,7233,4032
46075,2364,589,312,310,618,402
46076,1251,612,224,90,69,65
46077,16677,1670,2035,980,6370,5360
46103,135,70,23,14,9,0
46104,693,298,163,11,104,24
46105,1345,546,430,50,70,5
46106,4318,1745,802,306,896,338
46107,8412,3561,1987,562,850,441
46110,273,176,32,0,16,32
46111,226,107,41,22,12,0
46112,22430,5679,4977,1742,6404,2549
46113,9434,3754,2340,1178,1086,356
46115,1346,634,273,85,118,109
46117,356,138,104,41,27,14
46118,3433,1619,732,248,405,69
46120,4267,2041,635,440,454,238
46121,3987,1967,707,342,363,223
46122,9945,3286,2338,917,1878,799
46123,20657,5655,4253,2354,5103,2277
46124,5008,2253,885,337,384,189
46125,39,9,19,0,11,0
46126,3538,1541,722,276,295,198
46127,225,99,75,9,22,6
46128,1214,647,231,99,57,49
46130,1582,538,474,126,269,64
46131,20234,7117,4280,2016,3022,1556
46133,368,211,62,10,12,10
46135,13010,5011,2829,1020,1199,1101
46140,26329,9760,5863,2726,3807,2281
46142,19956,6304,4125,1516,4133,2216
46143,33430,10299,6495,3956,7006,3572
46144,124,47,22,0,0,23
46146,53,31,11,0,11,0
46147,2386,1025,413,239,407,151
46148,3351,1654,745,127,327,156
46149,1702,631,424,237,258,45
46150,423,145,82,37,20,47
46151,20966,8529,4407,1765,2144,1379
46155,88,22,31,0,0,27
46156,996,542,105,48,54,11
46157,2575,1144,520,231,282,126
46158,15560,6202,3425,1688,1815,708
46160,4317,1733,947,324,330,257
46161,1968,887,334,231,151,132
46162,254,82,122,0,8,0
46163,8094,2421,2061,834,1599,961
46164,3035,1232,647,238,283,257
46165,921,392,231,97,100,42
46166,1645,913,287,94,44,27
46167,4045,1434,856,364,871,328
46168,21641,7089,4725,1735,4379,1851
46171,1113,522,267,22,77,65
46172,1606,663,454,113,76,135
46173,7779,3889,1227,371,734,454
46175,376,197,62,24,8,19
46176,18524,7946,3661,1450,1819,890
46180,664,310,130,40,80,23
46181,3282,1511,687,320,344,243
46182,1166,455,249,100,143,50
46183,96,0,96,0,0,0
46184,7966,3035,1895,813,1390,299
46186,1313,603,268,107,151,79
46201,20089,6564,3727,1011,1929,762
46202,11493,2331,1818,529,2704,2436
46203,24653,9080,4446,1244,2282,889
46204,4753,888,780,305,1028,967
46205,18299,4396,4078,1147,3811,2341
46208,13510,3516,3088,845,2368,1784
46214,16422,4451,4469,1495,2706,1049
46216,1362,290,340,136,445,86
46217,20473,5850,4158,1538,4834,1935
46218,19016,8043,3837,936,1150,394
46219,24358,8408,5107,1716,3317,1816
46220,25486,3984,4280,1255,9125,6011
46221,16841,6358,3623,1398,1604,635
46222,20885,7707,4174,1229,1454,534
46224,22182,6985,4842,1333,2671,1085
46225,4947,1821,836,187,336,100
46226,28829,9627,7691,1915,2973,1539
46227,36484,12851,7593,2093,4904,2446
46228,10079,2150,1977,760,2255,1747
46229,17967,6751,4440,1406,2101,823
46231,7049,2321,1525,788,1469,390
46234,18321,4821,4277,1648,4547,1877
46235,17657,5196,4967,1338,2436,690
46236,18325,3215,3675,1234,5890,3359
46237,26278,7523,5473,2648,5703,2476
46239,16589,4572,3788,1685,3631,1549
46240,13745,2318,2576,761,4426,2838
46241,19532,7814,3380,1403,965,476
46250,13087,1974,2403,922,4976,2114
46254,22139,5470,5383,1897,4172,2288
46256,16157,2554,3158,1313,5589,2724
46259,7641,2092,1426,834,1951,976
46260,21606,4559,4508,1580,4942,3547
46268,16547,3970,3450,1302,4097,2180
46278,5016,595,912,355,1723,1303
46280,4913,1094,957,355,1549,663
46290,231,0,12,17,153,49
46301,471,44,82,12,159,164
46303,8737,3762,1778,958,954,320
46304,15999,5210,3129,1403,2719,2269
46307,42108,14224,8649,3705,9049,3702
46310,8913,4243,1950,804,712,257
46311,15266,4973,3508,1250,3007,1350
46312,16712,5922,4019,793,923,337
46319,11873,4617,3268,932,1413,426
46320,8811,3345,1712,368,718,245
46321,16523,4599,3204,1164,3973,2720
46322,16619,5583,3793,1388,3122,1360
46323,14928,5494,3764,969,1346,671
46324,14600,4925,4021,1089,1519,703
46327,6655,2614,930,392,468,218
46340,623,280,104,66,60,28
46341,7136,2998,1460,836,686,331
46342,21704,8852,5089,1779,2277,995
46345,249,121,52,21,6,12
46346,992,423,217,69,60,20
46347,3313,1435,653,348,502,223
46348,819,408,169,72,55,35
46349,2214,1092,433,233,82,55
46350,29445,11642,6067,2635,3593,2068
46356,11615,4763,3087,1141,1148,526
46360,30264,11199,7156,2238,3317,2127
46365,718,283,187,54,93,61
46366,3911,1544,794,246,368,204
46368,26393,10694,5907,2287,3000,1484
46371,2228,870,628,59,367,219
46373,9643,2507,1887,1232,2598,1142
46374,695,366,119,32,20,72
46375,16701,5237,3402,1486,3031,2377
46376,246,158,28,12,28,0
46377,250,148,18,39,0,18
46379,130,49,10,38,0,10
46381,198,68,20,32,57,0
46382,1496,709,358,130,94,54
46383,25612,8145,5199,2381,4978,2929
46385,26978,8443,5652,2694,5616,2788
46390,1863,1029,323,169,180,28
46391,7778,2704,1773,795,573,249
46392,5451,2723,921,482,452,266
46393,148,82,37,15,7,0
46394,8512,3618,1811,477,867,370
46402,4095,1595,959,292,255,95
46403,8111,2532,2061,491,1213,844
46404,10983,3761,2872,1006,1059,621
46405,7634,3600,1559,414,362,60
46406,6485,2657,1557,260,371,129
46407,7949,2864,2369,601,486,197
46408,10715,4226,2993,741,783,284
46409,5237,2065,1355,441,323,132
46410,25469,8633,7363,1909,3376,1667
46501,2306,1105,557,107,182,67
46502,164,70,94,0,0,0
46504,2387,1159,540,200,204,55
46506,6400,2568,1319,402,646,417
46507,6703,2719,1334,532,805,447
46508,87,57,14,2,2,0
46510,2318,1040,487,169,209,89
46511,3021,1063,611,314,337,340
46514,26835,10580,5959,1573,3396,1418
46516,20928,8025,4057,1349,1729,932
46517,15133,5671,3020,797,1718,849
46524,1466,533,251,115,168,25
46526,20323,7023,3629,1142,3239,1631
46528,14904,5417,2665,919,1873,965
46530,19951,4160,3248,1930,5741,4022
46531,1042,335,206,77,126,24
46532,1494,577,286,220,117,52
46534,7650,3602,1365,777,425,227
46536,2374,1010,568,153,213,159
46537,291,129,45,36,21,0
46538,2695,1059,561,287,395,196
46539,1255,682,188,40,96,54
46540,6625,1927,1299,415,744,396
46542,2614,1366,375,128,232,75
46543,1851,568,228,87,105,23
46544,20359,6876,4261,1661,3120,1623
46545,16034,5431,3313,1180,2662,1727
46550,7493,2773,1146,349,701,395
46552,4983,1835,1326,482,642,338
46553,1913,769,434,164,232,48
46554,3288,1621,618,313,332,123
46555,2110,729,513,214,217,102
46556,691,81,92,0,251,249
46561,9233,3296,2041,684,1626,675
46562,3290,1336,733,229,246,120
46563,15695,6478,2727,1146,1961,1041
46565,4238,1061,374,152,195,169
46567,6405,2257,1405,365,957,647
46570,785,348,127,58,85,18
46571,2508,422,226,70,59,40
46573,2263,1016,414,182,340,120
46574,5348,2302,1040,529,615,168
46580,14827,5088,3237,706,2249,1328
46582,7796,3190,1262,575,1266,615
46590,2916,551,550,132,884,511
46595,35,30,5,0,0,0
46601,4297,1249,1239,188,301,357
46613,6501,2347,1397,539,497,118
46614,21774,7125,5275,1586,3652,2405
46615,9640,3097,2347,843,1506,1016
46616,3364,939,744,271,509,497
46617,6294,952,975,267,1806,1688
46619,13931,5644,3053,942,907,328
46628,16871,5482,3885,1386,2296,1183
46635,4191,1287,921,313,800,518
46637,9344,2716,1918,858,1684,1369
46701,5250,2216,1119,539,383,244
46702,1534,749,301,138,122,69
46703,11072,3952,2332,763,1801,920
46704,79,55,19,5,0,0
46705,1131,574,211,119,99,19
46706,12887,4440,3054,1114,2030,1069
46710,3058,1210,759,238,294,234
46711,4234,1733,651,267,529,348
46714,9759,4042,1956,971,1159,625
46721,3298,1631,549,205,238,115
46723,4977,2077,1430,447,562,119
46725,16071,6584,3343,1482,2030,1298
46730,867,422,178,59,74,23
46731,340,150,82,31,26,0
46732,1918,796,484,117,78,33
46733,12412,5662,2591,845,1203,675
46737,5248,1863,1302,599,659,349
46738,5093,2332,1043,430,437,243
46740,2554,995,419,275,109,48
46741,2858,809,506,196,399,275
46742,2544,1100,495,262,297,98
46743,1260,573,215,83,118,32
46745,1314,477,260,165,203,112
46746,2577,1056,647,188,140,137
46747,2048,935,440,267,201,41
46748,3587,1012,914,499,642,468
46750,18152,7594,3579,1418,1984,1420
46755,10097,3824,2375,910,1436,469
46759,353,186,49,17,0,52
46760,1025,555,220,53,31,22
46761,7142,2398,1111,444,510,422
46763,1400,663,249,149,151,56
46764,747,391,114,122,31,22
46765,3400,911,1002,240,933,243
46766,447,209,64,67,26,6
46767,4813,1682,685,211,285,129
46770,1866,782,465,217,204,94
46771,0,0,0,0,0,0
46772,1541,531,165,155,125,53
46773,2446,1040,424,362,217,110
46774,10944,3637,2347,1301,1565,751
46776,1109,585,183,62,94,42
46777,4280,1715,983,508,477,121
46779,1543,666,287,190,150,44
46781,672,304,153,78,37,10
46783,4350,1481,859,594,721,474
46784,1557,673,319,108,140,85
46785,1207,529,313,156,81,22
46786,65,7,58,0,0,0
46787,2463,1152,603,192,163,92
46788,2066,722,450,332,317,115
46791,629,272,139,62,78,29
46792,2440,1176,485,161,314,90
46793,2566,1183,562,212,207,59
46794,1255,645,172,71,148,59
46795,4062,1613,735,323,271,248
46797,2718,1011,707,360,262,157
46798,1193,552,288,114,107,54
46799,119,68,21,11,9,0
46802,6695,1824,1515,524,977,331
46803,5163,2175,945,265,216,63
46804,18858,4260,4171,2040,4604,2793
46805,13831,4336,3501,1176,2165,999
46806,13873,5538,2555,769,758,343
46807,9535,2202,2375,832,1996,895
46808,12104,4306,3018,1079,1655,405
46809,5627,2301,1344,402,625,223
46814,7650,937,1025,823,2655,2052
46815,17321,4499,4425,1913,3385,2007
46816,11160,4302,2656,943,1056,324
46818,13753,4488,3505,1244,2158,1068
46819,6168,2389,1563,628,550,383
46825,19391,5775,4608,1794,3706,1721
46835,22329,5696,5563,2422,5012,2633
46845,13879,2959,2892,1515,3550,2567
46901,26959,10224,6575,1940,2757,1426
46902,24405,9316,5575,1870,3552,1811
46910,2038,800,345,157,144,80
46911,914,442,179,69,57,80
46913,815,383,135,70,77,43
46914,1084,538,191,95,49,25
46915,527,224,125,47,59,16
46917,1390,589,289,73,178,97
46919,1732,718,384,155,151,150
46920,656,212,135,110,130,14
46922,0,0,0,0,0,0
46923,5478,2003,1288,397,573,324
46926,1236,554,297,97,137,25
46928,3366,1410,664,290,345,213
46929,2282,1034,427,176,237,144
46930,81,38,14,4,10,0
46931,94,51,21,2,2,12
46932,2444,976,579,299,266,182
46933,4467,2167,909,290,338,116
46936,4282,1724,1026,379,529,315
46938,1949,923,302,131,180,96
46939,1297,712,181,100,128,26
46940,1918,797,381,184,198,162
46941,802,389,211,45,17,15
46943,85,61,17,0,0,0
46946,69,23,0,0,14,0
46947,18921,7538,3690,1249,1661,849
46950,477,177,124,11,45,51
46951,1347,581,290,107,156,51
46952,14181,5365,2757,1135,1627,1441
46953,15064,6430,3112,831,1444,481
46957,406,201,59,40,32,5
46958,372,192,60,7,32,7
46959,488,254,131,0,12,0
46960,663,266,130,62,74,0
46961,66,28,8,22,0,0
46962,6114,2704,1103,274,835,590
46967,102,46,15,14,2,0
46968,79,52,0,0,0,0
46970,16206,6569,3927,1311,1227,501
46974,1112,591,211,43,67,25
46975,10424,4445,2350,940,835,464
46978,1525,688,270,148,148,114
46979,3343,1025,961,336,445,420
46982,1692,840,320,146,66,51
46984,124,87,0,14,14,0
46985,791,508,127,46,45,29
46986,1196,560,231,83,69,134
46987,429,180,85,18,56,42
46988,576,295,174,18,30,12
46989,2361,714,457,154,486,451
46990,618,166,147,26,102,37
46991,1199,487,329,163,38,60
46992,11664,5090,2391,1049,1019,634
46994,1921,823,498,171,123,90
46996,4890,2107,1077,267,548,178
46998,161,114,0,32,0,0
47001,7225,3040,1726,547,745,259
47003,638,205,181,53,41,18
47006,7727,2839,1423,830,1488,588
47010,237,138,0,9,79,11
47011,506,242,98,29,36,0
47012,6908,2892,1174,694,803,520
47016,535,337,77,13,42,21
47017,306,79,97,16,44,0
47018,3067,1224,589,360,231,144
47020,941,403,192,79,37,4
47022,2154,767,378,237,422,198
47023,1049,543,96,58,114,19
47024,2243,1034,358,56,57,24
47025,15343,5879,3428,1431,2278,1046
47030,972,331,197,59,27,47
47031,3712,1911,720,229,296,95
47032,2150,877,489,315,183,56
47034,70,30,21,1,3,4
47035,285,118,0,0,57,20
47036,679,289,75,45,152,98
47037,2985,1481,411,205,300,79
47038,1006,431,136,92,96,33
47040,3768,1939,647,184,378,118
47041,4076,1863,720,347,393,238
47042,2826,1473,429,163,280,134
47043,3743,1758,677,336,187,153
47060,4526,1980,1060,443,397,233
47102,5144,2104,897,359,272,165
47104,31,12,9,0,0,10
47106,3212,1052,896,226,417,171
47108,1291,468,292,69,47,66
47110,370,167,61,0,15,0
47111,10009,3556,2363,1020,1258,601
47112,11378,4878,2320,885,1175,795
47114,194,58,38,6,54,4
47115,1934,808,354,136,242,65
47116,602,263,85,68,36,38
47117,3062,1386,793,231,147,105
47118,2362,1040,472,135,124,144
47119,7668,2433,1524,648,1637,1031
47120,618,229,92,65,22,28
47122,6903,2147,1572,637,1570,602
47123,94,33,0,10,51,0
47124,2832,857,857,272,444,229
47125,1148,527,268,136,6,25
47126,2976,1028,684,295,349,132
47129,13314,4741,2950,1176,1582,509
47130,31346,10252,7821,2998,4375,2168
47135,940,500,203,45,90,11
47136,3066,997,797,283,500,287
47137,1034,552,163,77,71,83
47138,3475,1431,906,217,384,79
47140,1576,824,232,71,93,34
47141,1278,573,280,65,75,46
47142,714,476,92,54,21,0
47143,2267,734,641,201,345,182
47145,1367,626,284,76,69,70
47147,740,231,157,77,81,83
47150,32806,11498,7201,2551,4462,2231
47160,26,7,9,0,3,1
47161,2291,1014,574,276,179,181
47162,466,180,175,15,10,10
47163,1351,504,307,121,158,7
47164,2480,1034,540,133,177,70
47165,4420,2026,596,354,277,360
47166,1032,387,281,104,133,58
47167,10210,4617,1702,671,754,571
47170,9637,4056,1807,651,1092,404
47172,10516,3366,2317,1062,1926,869
47175,555,268,108,17,22,26
47177,946,310,262,86,19,93
47201,28775,10072,4921,2298,4833,3317
47203,18392,6033,3565,1555,3600,2135
47220,3870,1646,733,395,328,210
47223,1174,549,218,98,25,46
47224,468,165,116,69,29,0
47226,165,85,33,12,8,0
47227,1223,576,257,34,111,40
47229,1974,1063,384,174,123,16
47230,1296,637,236,96,51,29
47231,711,304,77,63,17,49
47232,2010,958,439,208,219,50
47234,1116,454,246,171,154,14
47235,1373,835,182,26,78,162
47240,14187,6786,2502,1171,1376,756
47243,3369,1464,707,135,323,188
47244,529,193,120,61,110,20
47246,3000,1288,680,301,320,163
47247,84,50,15,3,2,2
47250,15327,5816,3507,1054,1663,1208
47260,1177,721,164,96,41,10
47263,141,71,41,12,6,2
47264,1166,722,120,70,151,23
47265,13497,6616,2439,826,956,495
47270,368,139,152,40,7,14
47272,1488,773,294,135,96,44
47273,1055,457,175,151,96,83
47274,19646,8528,3747,1526,2027,1207
47280,463,201,163,18,37,0
47281,988,599,99,83,57,36
47282,201,51,73,36,18,7
47283,2001,1009,347,143,151,137
47302,18228,7765,3938,1253,1189,632
47303,14416,5288,3538,1071,1634,876
47304,19379,4773,3916,1604,3873,4166
47305,2743,801,600,121,236,296
47306,43,0,43,0,0,0
47320,2941,1183,592,336,336,228
47324,126,49,37,13,1,4
47325,438,276,70,0,24,0
47326,1111,536,192,86,79,15
47327,3290,1495,639,263,243,184
47330,4021,1616,974,286,428,294
47331,16198,6973,3295,1058,1066,575
47334,2323,866,595,254,235,198
47335,497,243,95,21,39,6
47336,2364,1107,432,127,112,94
47337,120,73,13,11,4,5
47338,1884,899,342,180,160,108
47339,425,197,63,43,38,36
47340,2062,1000,415,152,176,128
47341,1464,670,336,89,150,49
47342,2019,1026,403,87,209,147
47344,83,45,10,4,2,3
47345,981,408,201,51,166,23
47346,2754,1067,521,331,338,234
