zip,total_education_count,hs_diploma,some_college,associates,bachelors,advanced_degree
601,11877,3021,1358,672,1617,361
602,27654,5388,1969,3927,4440,1524
603,36273,9927,3875,3180,5407,2172
606,4270,1600,225,79,419,78
610,19450,6747,1934,1243,1999,670
612,44639,12033,6122,3699,8086,2927
616,7412,2689,785,798,855,211
617,16477,5343,1935,1459,2262,469
622,4597,1088,676,383,630,208
623,30315,7686,2786,3363,5589,1716
624,15674,4861,1694,1309,2086,437
627,23060,5686,3135,2144,3705,1061
631,1285,261,219,130,106,13
637,16630,5046,1874,1168,2715,556
638,12011,3813,1272,1202,1189,160
641,20148,5527,2775,1408,3036,671
646,25257,6113,3190,2252,5141,2405
647,3846,1271,422,210,382,156
650,9518,3695,1215,939,850,132
652,2566,765,228,296,409,109
653,8633,2952,874,575,1095,282
656,13751,4120,1394,1317,2124,437
659,28244,6152,2901,3184,4587,1646
660,12166,3632,1446,640,2090,663
662,29443,8365,3713,2267,4399,1300
664,10259,3637,1169,685,1202,424
667,17576,4463,1796,1719,1823,676
669,19034,4414,2456,954,2485,807
670,6271,1831,448,282,757,192
674,28669,7690,3293,3061,5143,1227
676,25907,7752,3155,1405,3914,1083
677,10639,2318,734,1782,1535,457
678,17982,4632,2175,2050,2653,581
680,35862,11124,4185,1610,4402,2126
682,20171,5581,2709,1165,3360,1788
683,22381,6182,2728,1329,3476,1380
685,28237,6407,3491,1551,4046,813
687,20435,5728,2394,1811,2325,750
688,9323,3111,918,771,888,263
690,3849,815,296,287,990,226
692,24024,5423,3197,2087,3080,1247
693,39790,4679,4466,4573,5878,1554
694,117,0,12,29,0,13
698,27352,7785,3217,1993,4311,1194
703,18968,6009,2086,1573,2054,461
704,5022,1523,498,382,616,265
705,16716,5201,2175,1148,2884,646
707,8024,2216,990,652,1012,355
714,12445,3879,1680,1312,1597,507
715,2581,698,281,264,187,72
716,21291,5550,2461,1492,4671,2254
717,11259,3218,1559,1164,2015,989
718,17249,5004,2103,1268,2856,511
719,20110,5642,3270,2180,2501,496
720,14491,4482,1481,815,1848,432
723,12596,3770,1656,1050,1468,458
725,58848,16845,7466,4980,10908,4155
727,38560,8321,4895,4264,8826,4062
728,27301,8567,3056,2623,4780,1312
729,34523,10425,3580,4248,5299,1551
730,23872,6956,2563,1770,3885,1487
731,9804,3316,902,553,1505,307
735,8873,2886,1362,706,1038,553
736,34258,11069,3225,2342,5723,2089
738,22508,7109,3765,1747,3835,1129
739,25465,8426,2720,2176,4225,1329
740,946,394,67,68,67,42
741,3778,1267,640,431,390,62
745,36114,11147,4444,3831,5092,1760
751,14950,5172,1524,1207,1785,553
754,26955,7388,2570,2479,3407,1341
757,14533,4391,1557,1156,2454,774
765,6232,2352,397,519,444,261
766,15984,5429,1392,1254,2064,494
767,24592,7161,2906,2424,2733,756
769,26111,8077,3017,2178,3692,1327
771,25603,8918,2893,2238,3597,1239
772,14031,5649,1215,1366,1259,309
773,13063,4516,1821,1049,1888,506
775,1128,341,126,102,78,39
777,26541,7766,3134,2904,4622,1322
778,30534,6971,3325,3553,6762,2947
780,8991,2011,940,645,1807,980
782,12212,3560,1251,1099,1185,351
783,23196,6882,2925,2257,2869,711
784,28122,9179,3898,2149,4567,1179
786,284,123,0,56,0,24
791,34794,10704,4036,3313,5580,2283
794,18791,5294,2461,1649,2779,628
795,30214,8716,3912,2517,4736,1497
901,5094,894,680,331,1101,811
906,28,0,7,0,12,9
907,14051,2225,1604,958,3734,3019
909,4119,898,696,280,709,425
911,5787,965,720,332,1644,1202
912,4352,1058,605,288,871,481
913,4507,1175,573,360,550,397
915,20172,5922,1849,1619,1784,480
917,14390,3311,1357,1703,2125,1077
918,11634,1918,1084,1253,2876,2739
920,13756,2921,1769,1637,3213,1164
921,25986,6766,2917,3408,5047,1897
923,18351,4523,2522,1722,2504,1294
924,35643,8573,5677,3563,6135,2687
925,4338,891,579,278,739,346
926,74029,13245,9825,7138,19413,12861
927,11007,1424,1282,907,3761,2776
934,117,1,2,33,28,53
936,840,216,126,56,58,9
949,53697,15666,8609,5761,9223,2747
950,0,0,0,0,0,0
951,15,8,0,0,0,0
952,6277,1869,1081,587,636,150
953,46910,11818,6112,4782,9945,3477
956,51375,13150,9599,4617,9137,2076
957,29443,7019,5529,2599,5487,1742
959,33586,7187,6317,3569,7622,3069
960,1525,532,201,58,26,7
961,23051,4378,3711,2182,5441,2249
962,13322,4093,1661,1329,1684,428
965,6046,2276,690,412,431,108
966,11376,1001,1179,965,4221,3112
968,3121,355,253,191,1240,898
969,30061,4035,3323,2371,10294,7228
971,21038,5131,2292,1981,3535,1632
976,41060,9692,5464,4096,10085,3848
979,12568,2105,2039,1141,3626,2172
982,10719,2950,1564,1320,1998,710
983,26993,7573,4924,3084,4817,1831
985,24392,7183,3831,3023,4047,1389
987,39717,9248,5811,4877,9175,3298
1001,12532,4157,2368,1417,2121,1336
1002,13028,1442,1356,610,3326,5771
1003,283,0,203,11,48,21
1005,3382,1314,760,394,451,263
1007,9955,2534,1785,1016,2247,1620
1008,896,290,209,107,147,101
1009,446,131,101,54,47,5
1010,2731,533,484,361,757,387
1011,1050,446,239,110,100,51
1012,360,117,61,19,92,57
1013,14811,5540,2560,1268,1523,785
1020,22210,8169,4427,2460,2691,1253
1022,1925,612,294,227,310,353
1026,777,237,124,63,182,140
1027,13606,4525,2441,1438,2686,1541
1028,11375,3018,2012,1175,2480,2052
1029,531,186,129,49,86,44
1030,8078,2461,1834,898,1510,772
1031,953,441,166,83,126,42
1032,454,131,62,53,84,96
1033,4441,1501,797,381,723,691
1034,1482,483,312,122,311,178
1035,3960,948,616,407,975,812
1036,3707,1104,500,578,732,610
1037,510,145,90,30,108,120
1038,2155,694,306,254,467,373
1039,1041,156,218,110,252,237
1040,26234,7285,4812,1968,3761,2319
1050,1688,659,452,160,182,130
1053,1460,398,266,90,227,303
1054,1401,163,180,67,349,560
1056,15724,5443,2894,1635,2050,1280
1057,6266,2107,1258,532,1027,746
1060,10184,1646,1509,540,2422,3616
1062,7808,1461,965,532,1974,2348
1063,10,0,10,0,0,0
1066,10,0,0,0,0,10
1068,1248,350,260,141,259,161
1069,6293,2408,1273,615,884,524
1070,442,101,93,29,94,102
1071,1027,405,190,100,193,85
1072,1050,148,145,60,268,384
1073,4259,1251,712,791,607,634
1074,211,76,22,0,70,9
1075,11805,2665,2468,1258,2393,2181
1077,6727,2231,1165,553,1163,1024
1079,454,133,160,20,68,50
1080,1531,681,245,154,167,52
1081,1322,602,258,112,179,72
1082,7233,2884,1495,598,1117,532
1083,2176,717,640,217,331,0
1084,181,48,19,3,48,56
1085,26361,7643,5149,2979,5238,2776
1086,10,0,0,5,5,0
1088,432,217,19,31,36,54
1089,19602,5860,3607,2127,3732,1853
1092,766,158,217,141,150,1
1093,233,37,22,12,92,56
1094,256,137,30,11,47,7
1095,10275,2242,1925,972,2561,1908
1096,1870,559,267,203,451,295
1097,27,12,15,0,0,0
1098,878,264,113,75,152,190
1103,1649,249,297,91,122,238
1104,14294,5239,2240,1203,1343,524
1105,6943,2301,1027,321,432,195
1106,11022,1258,1504,643,3061,4004
1107,6568,1443,1244,209,426,189
1108,15901,4342,3310,1123,1891,1468
1109,15714,5692,2963,1067,1569,708
1118,10019,2652,2119,1243,1855,1162
1119,9006,2608,1799,996,1152,623
1128,1949,718,425,124,388,145
1129,4909,1450,921,658,681,556
1151,5306,1761,1164,481,397,372
1199,0,0,0,0,0,0
1201,33160,10981,6699,3241,5031,3780
1220,6090,2485,1114,444,907,325
1222,620,128,98,50,175,89
1223,1901,550,349,166,377,334
1224,143,37,31,26,0,22
1225,2188,845,514,214,356,136
1226,4993,1713,912,545,936,620
1229,96,26,28,0,36,6
1230,5830,1744,787,370,1122,1127
1235,2125,822,366,225,393,158
1236,1090,231,180,37,323,292
1237,1890,680,220,254,336,297
1238,4534,1135,831,368,1241,633
1240,3621,830,595,305,880,817
1242,176,36,15,29,51,32
1243,338,136,73,26,49,40
1244,132,16,24,3,37,38
1245,665,183,121,52,142,141
1247,11011,4197,2187,809,1447,873
1253,535,176,148,39,77,70
1254,832,168,172,96,223,151
1255,669,200,104,43,139,88
1256,514,224,79,54,56,38
1257,1664,509,283,144,283,277
1258,310,88,64,15,93,49
1259,459,89,69,45,103,107
1260,199,87,48,14,0,12
1262,1047,355,197,38,158,236
1264,137,41,10,15,22,46
1266,1125,250,236,74,271,271
1267,4416,774,637,158,1030,1554
1270,558,127,125,74,117,80
1301,13033,4187,2642,1551,1969,1590
1330,1176,244,221,114,305,256
1331,9350,3669,1892,1003,1040,432
1337,1992,665,355,286,340,227
1338,173,47,20,43,34,24
1339,1147,359,242,81,179,167
1340,1276,397,259,137,154,161
1341,1197,227,225,82,274,373
1342,1106,60,180,99,345,406
1343,60,33,4,5,2,11
1344,1090,396,204,182,168,52
1346,362,128,40,38,70,67
1347,94,31,8,30,0,24
1349,720,228,130,37,181,47
1350,91,48,12,10,14,3
1351,1623,444,366,101,342,268
1354,1202,336,202,122,238,256
1355,717,167,169,58,146,155
1360,2234,531,369,322,461,436
1364,5523,2090,1329,555,559,297
1366,994,295,203,78,179,211
1367,401,118,89,34,68,30
1368,897,358,186,79,94,66
1370,3170,788,629,303,699,522
1373,3280,766,889,291,724,491
1375,2114,257,188,217,596,702
1376,3989,1118,802,452,639,327
1378,572,174,105,52,128,71
1379,706,172,102,51,189,116
1420,25701,8392,5055,2503,3577,1717
1430,4196,1246,754,501,1011,498
1431,2275,818,402,320,352,228
1432,5286,1597,1071,376,1265,657
1434,1285,499,317,36,167,108
1436,2658,1039,536,198,287,224
1438,336,140,89,43,9,55
1440,14196,5024,3029,1405,1564,905
1450,7330,1037,800,439,2593,2291
1451,3266,265,395,110,1097,1369
1452,3027,1034,679,331,469,338
1453,29163,9280,5754,2591,5520,2170
1460,6425,1103,888,473,2124,1703
1462,7644,2136,1364,903,1927,786
1463,7698,2372,1453,659,1740,952
1464,5573,1890,1137,311,963,378
1467,279,14,19,7,97,141
1468,2718,1089,640,469,317,83
1469,4895,1630,960,527,1086,511
1473,5241,1184,994,628,1409,734
1474,1296,383,208,64,330,212
1475,7453,2511,1594,891,991,497
1501,11520,3538,1927,1075,2608,1439
1503,2152,511,298,203,625,396
1504,6235,2048,1423,495,1129,590
1505,3149,549,413,307,1032,657
1506,2535,891,449,215,550,202
1507,9001,2829,1563,1072,1967,1018
1510,9723,2767,1778,920,2194,1130
1515,1615,648,293,143,332,108
1516,5509,1681,1174,478,1362,584
1518,1829,566,245,218,446,259
1519,4462,847,660,377,1485,940
1520,10135,1940,1465,987,2952,2299
1521,1857,584,378,155,368,212
1522,2093,512,366,156,494,541
1523,5468,1394,1076,559,1208,674
1524,4914,1684,916,516,899,440
1525,132,52,0,43,14,23
1527,9507,3365,1612,710,1914,1013
1529,2131,722,350,228,369,202
1531,767,258,165,55,153,96
1532,9897,1749,1515,819,3046,2369
1534,4022,1411,754,345,752,492
1535,3089,1252,501,316,497,275
1536,5001,1296,769,420,1273,960
1537,1647,559,325,149,315,117
1540,7821,2606,1605,977,1601,547
1541,2450,399,258,199,792,750
1542,1298,405,277,154,209,114
1543,5464,1376,1095,618,1482,746
1545,23786,4338,3048,2012,6719,6419
1550,11418,4138,2350,840,1294,695
1560,2771,664,493,157,848,456
1561,79,27,0,41,11,0
1562,8239,2774,1700,768,1283,740
1564,5575,1246,921,402,1570,1138
1566,4665,787,881,634,1312,790
1568,4976,1096,898,403,1411,943
1569,9236,3021,1535,1011,2003,1164
1570,12063,4334,2019,948,1835,846
1571,7168,2101,1475,815,1420,642
1581,12978,1919,1591,931,4453,3381
1583,5493,1532,1143,468,1094,696
1585,3359,1421,518,163,553,375
1588,6499,1888,1428,700,1297,621
1590,5996,1440,911,622,1763,951
1602,15916,3721,2385,1134,4004,3258
1603,13486,4558,2151,1013,1642,1063
1604,23956,7880,4372,2193,4456,2084
1605,17151,5377,2785,1655,2898,1760
1606,13610,3448,2418,1496,3514,1752
1607,5946,1772,1055,477,1236,361
1608,2016,557,206,112,309,135
1609,11395,2263,1675,668,2465,2202
1610,12937,4746,2376,540,1154,691
1611,1806,581,459,160,352,121
1612,3105,412,534,380,884,763
1701,23590,5029,2959,1554,7719,5239
1702,24782,6650,3562,1131,5516,3818
1718,201,0,16,0,66,119
1719,3545,241,335,166,1183,1602
1720,14995,1130,1533,809,4523,6566
1721,11853,2140,1291,865,3955,3114
1730,9528,994,1240,720,2793,3519
1731,853,43,194,178,253,185
1740,3318,529,372,130,1208,987
1741,3419,251,237,124,1299,1466
1742,13748,1878,1349,513,4027,5217
1745,244,71,20,21,64,68
1746,9466,1361,1428,698,3473,2210
1747,4028,955,734,363,1308,323
1748,10000,1395,1053,807,3766,2729
1749,14298,3580,2578,1166,3274,1953
1752,28072,8291,3928,1959,6760,4244
1754,7539,1870,874,556,2033,1755
1756,3954,708,692,409,1333,669
1757,19593,5711,3543,1843,4435,2394
1760,24201,3465,2805,1226,8458,7571
1770,2783,203,135,94,1044,1264
1772,6297,807,659,288,2329,2065
1773,3815,202,300,159,1138,1922
1775,4680,706,515,373,1473,1556
1776,11905,869,1082,395,4462,4876
1778,9287,676,824,317,3198,4136
1801,28952,9565,4722,2273,6382,4017
1803,18214,4167,2967,1436,4908,3712
1810,22268,2545,1994,1401,7638,8057
1821,21910,7280,3935,2192,4808,2253
1824,18559,3643,3066,1552,5312,4251
1826,21139,7484,4330,2235,3452,1703
1827,2225,493,307,162,675,520
1830,18153,5389,3430,1643,3146,1680
1832,15264,4427,3094,1587,2700,1338
1833,5624,1242,907,557,1511,1266
1834,4736,1338,907,663,1118,547
1835,8941,2191,1990,1160,2149,1142
1840,3094,765,493,197,247,147
1841,27715,8991,5109,1294,1873,1005
1843,15216,4954,3040,1178,1544,676
1844,32691,10197,6058,3212,6138,3255
1845,19439,3802,2553,1327,5777,5404
1850,10429,3816,1958,639,1259,563
1851,19904,6591,2867,1358,2609,1551
1852,22418,6840,4002,1651,3569,2102
1854,17585,5917,2892,1221,2112,1397
1860,4526,965,852,422,1065,972
1862,7659,2539,1215,831,1469,891
1863,6589,1848,1135,349,1709,1209
1864,10888,2477,1823,690,3676,1859
1867,16961,3169,2381,1391,5416,4116
1876,20904,7164,3854,1756,4917,2007
1879,8153,2207,1337,890,2141,1098
1880,18467,4794,2775,1445,5458,2957
1886,14708,1596,1743,807,5088,5127
1887,15566,4710,2856,1401,3146,2662
1890,14511,1714,1411,747,4305,5887
1901,1378,389,254,58,260,172
1902,28572,9508,5695,1624,3207,1614
1904,12762,4423,2295,1148,2528,1240
1905,15811,5666,3227,1304,1761,483
1906,20297,7332,4274,1771,3615,1461
1907,10112,1780,1412,791,2952,2756
1908,2640,601,538,167,641,630
1913,11909,3010,2269,928,2929,2062
1915,27701,6388,4838,2248,7681,4902
1921,5688,862,851,464,2016,1380
1922,1812,207,194,251,796,304
1923,19241,4622,3375,2130,5293,2715
1929,2598,610,438,279,581,548
1930,21863,6438,3846,1997,4396,2748
1937,112,29,32,7,8,13
1938,10014,1890,1960,852,2718,2152
1940,9104,2125,1537,960,2503,1717
1944,3856,593,694,180,1312,994
1945,14259,1553,1721,754,5229,4722
1949,6695,2074,1001,643,1594,811
1950,13156,2189,1827,1115,4392,3214
1951,3035,447,583,190,910,820
1952,6041,1854,1224,663,1141,655
1960,37907,12807,6857,3507,6780,4108
1966,5565,1284,902,489,1507,1252
1969,4208,1199,889,340,977,589
1970,28871,6991,5789,2280,6874,4144
1982,5332,558,611,308,2109,1629
1983,4386,662,564,350,1198,1454
1984,2488,397,253,189,1001,588
1985,2855,431,473,217,1011,639
2019,11700,3953,2516,953,2231,1109
2021,15930,2801,2855,1410,5149,3207
2025,5397,660,574,278,2268,1441
2026,18218,4206,2815,1493,5034,3574
2030,3700,154,192,216,1527,1569
2032,3132,764,616,265,721,600
2035,11920,2375,2282,1217,3908,1706
2038,20471,4403,2868,1812,6401,4137
2043,15565,2415,1874,884,5559,4379
2045,8138,2121,1632,702,2075,1227
2047,125,125,0,0,0,0
2048,14996,3177,2349,1203,4817,2917
2050,17565,3452,3529,1698,5701,2649
2052,7990,1046,1026,362,2844,2575
2053,8649,1745,1349,742,2869,1665
2054,5550,1276,911,541,1617,975
2056,8132,1600,1084,490,2611,1625
2061,7047,1403,934,579,2459,1457
2062,20652,5303,3659,1580,5595,3263
2066,12406,2201,1788,1129,4431,2493
2067,12004,1110,1357,569,4148,4544
2071,1270,278,229,183,277,89
2072,20259,6019,3651,1711,4464,2470
2081,13113,2871,2041,861,4248,2377
2090,10095,1236,873,662,3591,3468
2093,7544,1783,1062,753,2357,1268
2108,3179,93,304,105,1287,1322
2109,3385,222,342,63,1168,1120
2110,1681,20,118,39,613,841
2111,5369,785,317,82,1502,1583
2113,5847,552,436,76,3067,1337
2114,9945,479,808,267,3507,4493
2115,10932,1428,1186,385,3507,3369
2116,16238,1088,1032,419,5592,6925
2118,20266,2831,1968,581,5497,6184
2119,16285,4594,3177,882,2332,1486
2120,6372,1749,926,408,1177,1124
2121,16726,5741,3745,809,1582,756
2122,17113,5558,3013,804,2394,1021
2124,33140,11150,6553,2350,4257,2400
2125,21601,5894,3255,1143,4482,2471
2126,19359,6697,4048,1264,2013,979
2127,26721,5257,2611,1085,10580,4490
2128,30742,9647,3999,1223,3926,2004
2129,13577,2175,1323,396,4756,3633
2130,28727,3957,3032,901,8257,10313
2131,22475,5424,3436,1285,5045,4311
2132,21431,4210,3436,1077,5737,5577
2134,11040,1971,1278,239,3956,2344
2135,25390,4231,2675,829,8520,6725
2136,19948,6272,4300,1637,3312,1935
2138,21838,1226,1261,402,6498,11976
2139,24532,2201,2105,581,7495,10475
2140,13833,1903,1232,452,3761,5458
2141,9937,1382,833,165,2958,3403
2142,2087,29,66,46,647,1281
2143,19664,3045,1979,671,5858,6145
2144,18031,2788,977,599,6152,6343
2145,17894,5357,2467,787,3763,2486
2148,42180,12634,6915,2929,7446,5917
2149,28995,11253,6075,1445,3378,1281
2150,23865,7489,2755,1253,2302,1607
2151,39115,15081,7207,2374,5136,2281
2152,13512,3874,2815,1345,3152,1601
2155,41295,9977,6172,2864,10300,8327
2163,1140,30,16,23,658,413
2169,41346,10867,6374,3397,10522,5759
2170,13910,3660,1715,1026,3648,1776
2171,13760,3055,1944,970,3589,2343
2176,20275,3764,3116,2016,6010,4231
2180,16268,4215,2833,1565,3913,2622
2184,25320,7297,4489,2544,5918,3446
2186,16927,2623,2148,1103,5167,5423
2188,11154,3246,2330,1266,2642,1007
2189,10646,3415,1998,1114,2283,946
2190,12037,3933,2167,1410,2703,1198
2191,6152,1896,1132,721,1416,608
2199,1252,76,59,30,590,487
2203,0,0,0,0,0,0
2210,1691,79,172,50,718,659
2215,7984,406,755,203,2677,3709
2301,38167,13010,7615,2695,4732,2008
2302,22168,7470,4539,2160,2983,1220
2322,3127,1080,523,446,504,251
2324,16720,5076,2555,1943,3759,2028
2330,8216,3188,1604,758,1287,550
2332,10061,1283,1515,631,4107,2321
2333,9756,3586,2095,1267,1634,706
2338,5329,2000,1101,805,643,593
2339,9279,2153,1507,936,3040,1223
2341,6848,2202,1538,840,1250,692
2343,8250,2883,1765,1195,1497,541
2346,16633,5169,3590,1841,2993,1713
2347,7486,2394,1273,739,1554,970
2351,11233,3552,2469,1435,2480,937
2356,8075,1420,1341,748,2823,1478
2357,25,0,12,0,6,7
2359,12108,3703,2478,1299,2771,1300
2360,41148,11874,8497,4410,9004,5266
2364,8867,2476,1522,794,2258,1250
2366,134,80,18,5,3,0
2367,2058,619,401,240,443,231
2368,23266,6651,4605,2103,4558,2254
2370,12576,4955,2550,1330,2119,970
2375,6770,1729,1164,598,2034,948
2379,4762,1658,920,400,861,559
2382,9972,3396,1848,1335,1835,887
2420,9686,899,838,500,2544,4652
2421,12528,1012,794,430,3443,6402
2445,14149,1425,1005,406,3657,7334
2446,20357,1174,1141,317,6233,10733
2451,13202,3252,1607,775,3652,2886
2452,8968,1734,1123,495,2594,2133
2453,19869,5084,2277,935,5438,3650
2457,49,0,12,0,33,4
2458,8533,1126,781,227,2541,3496
2459,11987,513,969,473,3277,6610
2460,6714,800,589,383,1552,3120
2461,5105,375,240,135,1515,2736
2462,1079,89,87,56,271,534
2464,2267,314,242,105,781,780
2465,8204,1014,697,323,2077,3786
2466,5316,663,303,176,1553,2407
2467,11590,945,961,387,3256,5715
2468,3683,228,177,157,872,2215
2472,25478,4806,2940,1492,7727,6985
2474,20145,2903,1953,1014,6228,7084
2476,12369,1662,1270,485,3806,4776
2478,17496,1770,1973,731,5064,7392
2481,9043,584,479,292,2995,4586
2482,7016,498,405,293,2385,3230
2492,13364,938,1330,704,4360,5760
2493,7372,599,412,189,2228,3775
2494,6520,1032,424,309,2090,2527
2532,8517,2653,1765,907,1583,1220
2534,845,200,118,133,116,178
2535,965,157,194,27,382,182
2536,14082,4243,2668,1044,3111,2128
2537,4446,903,943,386,1204,893
2538,2326,1125,554,178,186,76
2539,3408,1000,562,323,569,342
2540,6820,1360,1028,378,1757,1934
2542,390,96,136,20,84,28
2543,560,31,63,3,169,286
2553,153,28,55,0,70,0
2554,7349,1687,1398,457,2084,1304
2556,2400,280,551,201,632,579
2557,3252,729,623,445,757,593
2558,1099,553,157,184,98,21
2559,3334,742,792,427,768,575
2561,339,99,67,27,76,70
2562,2348,810,477,343,274,381
2563,7206,1664,1466,659,1914,1143
2564,172,32,82,7,31,13
2568,3073,704,564,239,1178,292
2571,7736,2426,1733,868,1278,660
2575,1884,436,447,111,524,363
2576,3533,1372,866,425,417,194
2584,11,0,0,0,0,11
2601,10543,3550,2454,941,1496,942
2630,1719,246,345,200,430,453
2631,7498,1509,1423,654,2321,1416
2632,8376,1987,1957,781,2190,1111
2633,3041,643,527,295,867,599
2635,2443,414,402,255,635,713
2637,33,0,0,0,0,22
2638,2877,690,545,229,769,530
2639,2172,691,481,194,401,253
2641,222,17,38,13,88,66
2642,4054,1019,692,472,907,815
2643,18,0,9,0,9,0
2644,2559,597,693,313,593,304
2645,7289,1977,1489,562,1584,1097
2646,1458,244,298,128,327,456
2647,108,19,15,0,37,37
2648,4852,1451,944,452,1121,771
2649,10479,2878,2379,1134,2215,1309
2650,1020,213,166,70,326,223
2651,29,0,0,0,29,0
2652,844,182,129,69,166,261
2653,5153,1017,905,517,1456,1116
2655,2830,621,480,250,795,621
2657,2650,509,433,181,769,601
2659,667,87,156,106,205,100
2660,5069,1286,1247,448,1092,634
2663,69,11,26,0,0,18
2664,7407,2119,1808,609,1376,880
2666,682,146,105,41,204,122
2667,2542,396,474,126,696,765
2668,2097,437,488,176,476,491
2669,236,48,29,76,43,40
2670,1004,283,160,115,236,180
2671,645,79,127,47,189,153
2672,65,0,0,10,0,55
2673,6564,1821,1864,768,1077,547
2675,5304,1450,1084,528,1123,984
2702,3267,964,490,379,594,312
2703,30210,9099,5427,2929,6421,2700
2713,72,9,24,14,8,17
2715,2127,594,366,196,573,257
2717,3084,1104,537,340,492,208
2718,4625,1588,775,459,708,377
2719,12078,3635,2482,995,1907,1186
2720,22099,6900,3985,1948,2924,1476
2721,17404,5535,3050,1498,1276,437
2723,9766,3263,1673,595,681,226
2724,11710,3550,1769,714,932,355
2725,2188,537,550,146,229,154
2726,11494,3387,2033,1087,1906,1357
2738,3653,809,648,295,932,757
2739,4272,942,590,411,1124,941
2740,29325,8877,5533,2212,3470,1562
2743,7337,2605,949,721,1251,441
2744,7592,2191,1050,422,730,301
2745,17638,6234,2848,1331,1984,969
2746,9506,3182,1347,455,586,194
2747,13892,4009,2200,1399,2312,1107
2748,9177,2409,1352,680,1539,1581
2760,17404,4444,3310,1495,4461,2977
2762,6228,1744,1209,473,1659,789
2763,1115,138,228,191,281,242
2764,2649,1005,418,258,473,348
2766,12070,3538,2413,1241,2710,1515
2767,9465,2941,1720,1016,2016,1117
2769,8228,2227,1864,804,1564,1204
2770,3514,993,479,350,919,528
2771,10213,3404,1750,1085,2089,1124
2777,12036,3880,2626,1150,1822,1092
2779,4129,1263,657,488,727,438
2780,34591,12111,6784,2913,4327,1817
2790,11946,3619,1975,1053,2018,1544
2791,127,0,9,0,46,65
2802,624,160,268,0,170,26
2804,1829,694,422,194,260,163
2806,10793,1346,1168,649,3367,3914
2807,756,141,134,36,280,149
2808,1527,586,181,163,264,92
2809,15444,3952,2819,1231,3296,2132
2812,1089,135,287,83,299,261
2813,5659,1634,1110,478,1234,825
2814,5343,1550,1311,545,928,472
2815,119,18,3,17,47,34
2816,23068,7990,4544,2852,3483,2194
2817,3985,1112,776,589,828,554
2818,13106,2429,1875,972,4048,3281
2822,4360,1107,820,394,912,695
2825,3656,1048,677,355,707,512
2826,470,227,55,69,119,0
2827,1558,519,217,301,277,150
2828,5500,1452,1062,573,1156,789
2830,5061,1585,1051,498,913,386
2831,2327,705,388,238,552,270
2832,3441,1042,633,395,738,341
2833,507,129,160,59,61,47
2835,4121,554,687,192,1204,1406
2836,71,26,0,0,29,16
2837,2563,548,419,281,685,558
2838,2424,626,519,167,464,196
2839,1081,434,189,78,106,115
2840,16320,3410,2760,789,4452,3352
2841,1005,9,147,29,540,280
2842,11151,2776,1992,1039,2772,1768
2852,15646,3356,2702,1351,4282,2959
2857,6742,2213,1086,563,1374,1078
2858,335,86,172,16,30,0
2859,4920,1852,1185,337,654,221
2860,29569,8931,5756,1835,3071,1906
2861,18769,6484,3928,1784,2691,769
2863,11131,3132,1517,466,626,263
2864,24087,5844,4167,2481,5491,3471
2865,11858,2690,2178,1401,2705,1951
2871,11943,2766,1880,939,3214,2393
2872,189,78,0,0,70,41
2873,186,100,45,22,19,0
2874,3956,595,526,248,1427,1054
2875,414,102,56,57,128,17
2876,224,75,102,0,28,19
2878,11782,3447,2027,1274,2413,1356
2879,14271,2797,2582,828,4193,3052
2881,1886,162,164,89,699,708
2882,8726,1391,1279,677,2759,2304
2885,7662,2636,1298,760,1227,821
2886,21704,5495,4469,2296,4455,2716
2888,14500,4526,3355,1447,2346,1479
2889,20423,6309,4354,2214,3719,1685
2891,15527,4319,2777,1663,3126,1945
2892,3279,839,505,241,753,534
2893,21120,6516,4439,2247,3145,1526
2894,355,109,97,58,38,12
2895,28078,9912,5982,2102,2873,1054
2896,8620,2630,1784,803,1596,889
2898,1056,329,140,85,239,82
2903,6006,1103,709,260,1298,1244
2904,20780,5754,4997,1741,3215,1818
2905,14334,3812,2630,971,1967,1786
2906,17281,1283,1620,508,5444,7613
2907,16732,4420,3189,906,1462,954
2908,21101,5077,3968,1521,3202,2274
2909,25799,7250,3659,1160,2424,808
2910,14020,4425,2557,1043,2700,1433
2911,11433,3240,2162,1138,2432,1074
2912,16,0,0,0,8,8
2914,15614,5256,2857,801,1633,1073
2915,12395,3525,2632,974,2428,1283
2916,6158,1416,1085,596,1427,1013
2917,8357,2123,2056,661,1618,1256
2919,21489,7486,4000,2066,3419,1570
2920,28608,9891,5261,2624,4119,2352
2921,8122,2204,994,820,2239,1306
3031,7406,1004,939,559,2700,2030
3032,3553,1029,741,411,831,401
3033,3230,817,661,242,915,552
3034,2977,958,487,378,714,284
3036,3214,907,758,362,581,455
3037,3026,972,553,385,635,368
3038,23208,7996,5123,2396,4360,2033
3042,4709,1242,1201,567,805,502
3043,1189,222,262,120,281,254
3044,3122,898,817,303,679,215
3045,9532,2891,1845,1014,1864,1143
3046,2016,553,411,229,491,290
3047,1110,318,219,122,228,125
3048,2312,894,482,194,361,164
3049,5512,969,595,439,1859,1518
3051,16593,4488,3307,1887,3725,1965
3052,5478,1293,1061,684,1456,521
3053,16052,3813,2713,1802,4427,2548
3054,18253,4892,2986,1847,5205,2631
3055,10416,3242,2099,1041,2365,1245
3057,1750,437,233,127,545,346
3060,19648,6273,3759,1773,3059,1640
