zip,science_and_eng_field,science_and_eng_related_field,business_field,education_field,arts_humanities_field
06021,44,5,15,3,30
06022,0,0,8,0,8
06023,73,0,147,64,49
06024,57,21,23,25,25
06026,608,132,473,171,242
06027,141,25,78,59,78
06029,1461,410,1157,355,608
06031,131,27,48,65,242
06032,2972,641,1358,875,1505
06033,4886,916,2301,1266,2635
06035,1355,305,764,354,639
06037,1657,618,1355,715,916
06039,289,12,45,94,157
06040,3157,694,1428,976,1871
06042,2970,959,1119,700,1470
06043,723,125,339,209,304
06051,666,99,501,267,524
06052,606,188,246,278,321
06053,1753,502,782,746,1107
06057,814,179,248,225,525
06058,162,49,61,36,177
06060,529,93,198,74,75
06062,1081,254,605,466,746
06063,332,25,147,151,331
06065,51,21,45,60,38
06066,2572,474,1498,1099,1433
06067,2815,545,1321,700,1077
06068,314,9,102,11,294
06069,214,67,92,55,460
06070,2377,600,1541,679,1599
06071,766,168,490,344,317
06073,1347,212,437,162,406
06074,3569,867,1965,933,1811
06076,682,90,372,244,442
06078,1128,232,699,354,854
06081,201,16,37,80,106
06082,2747,640,1518,1129,1467
06084,1719,351,902,531,1000
06085,988,247,493,170,556
06088,585,115,103,26,145
06089,547,147,298,117,233
06090,175,18,113,32,45
06091,13,10,0,12,12
06092,739,128,367,278,526
06093,297,92,216,121,145
06095,2656,909,1660,908,1611
06096,626,181,498,328,615
06098,801,288,176,400,453
06103,479,34,73,61,160
06105,1448,207,401,397,1321
06106,1119,297,804,323,654
06107,3856,567,1486,1138,2397
06108,676,232,548,218,601
06109,2778,829,1608,1120,1748
06110,1118,270,513,258,803
06111,2774,720,1743,1392,1812
06112,291,83,246,143,409
06114,635,239,264,311,478
06117,3236,501,957,669,1833
06118,1867,392,787,328,1078
06119,2168,490,1003,616,2161
06120,117,11,95,54,125
06226,734,64,171,251,622
06231,533,156,270,168,226
06232,440,76,126,103,168
06234,410,204,282,296,325
06235,188,19,60,62,86
06237,403,35,366,401,260
06238,1063,341,581,493,571
06239,502,118,244,251,233
06241,405,91,165,283,266
06242,133,24,30,54,73
06247,181,22,59,103,224
06248,761,236,294,164,357
06249,845,178,288,304,508
06250,544,118,183,299,462
06254,134,39,45,90,84
06255,286,33,103,51,231
06256,58,23,43,96,125
06259,372,74,162,95,439
06260,498,135,150,231,313
06262,25,6,0,8,13
06264,2,3,3,5,8
06266,4,0,15,0,17
06268,1217,204,213,333,616
06269,0,0,11,0,0
06277,169,106,165,79,145
06278,594,228,172,102,150
06279,537,109,225,87,299
06280,169,54,74,130,133
06281,541,214,325,357,399
06282,128,47,37,31,82
06320,1385,260,515,345,1025
06330,173,99,45,55,139
06331,345,70,64,113,236
06332,25,0,0,0,0
06333,1244,234,202,237,309
06334,151,89,54,83,83
06335,1104,197,162,271,348
06336,0,0,14,0,0
06339,714,306,186,210,310
06340,2510,334,947,523,1506
06350,19,0,0,0,0
06351,674,225,377,287,439
06354,136,71,29,193,180
06355,2218,534,624,542,1232
06357,1448,356,563,720,677
06359,541,150,181,251,229
06360,2074,375,887,849,1155
06365,363,45,208,163,91
06370,703,56,132,281,174
06371,1407,316,678,611,999
06373,20,0,0,0,9
06374,249,193,118,214,297
06375,268,116,120,70,226
06376,24,0,52,0,0
06377,86,35,31,44,37
06378,1037,137,238,219,665
06379,861,227,387,282,598
06380,48,48,6,21,62
06382,548,59,421,192,211
06384,149,23,53,66,84
06385,1521,459,618,547,820
06389,31,0,0,0,0
06390,80,17,4,6,41
06401,597,173,556,334,484
06403,383,127,236,175,310
06405,3089,1119,1262,884,2218
06409,36,0,0,33,15
06410,3660,989,1824,1522,2496
06412,454,48,152,148,507
06413,1020,381,557,480,882
06414,0,0,0,0,10
06415,1625,595,970,416,609
06416,1532,520,906,461,834
06417,346,122,148,188,301
06418,756,262,489,291,629
06419,790,308,422,283,525
06420,480,146,174,134,269
06422,1021,323,499,216,519
06423,601,133,256,111,375
06424,1598,408,723,388,684
06426,629,94,278,92,443
06437,3303,762,1777,966,2529
06438,203,186,81,28,188
06441,623,198,464,246,344
06442,405,113,213,53,225
06443,3143,681,1566,1017,1792
06447,1180,105,414,320,372
06450,1583,574,1091,1059,1090
06451,853,278,590,438,537
06455,338,112,156,110,211
06456,32,0,13,0,81
06457,4746,1151,1739,1209,2691
06460,3892,1042,2194,1390,2995
06461,1370,480,990,377,838
06467,0,0,12,0,0
06468,2168,452,1809,903,1339
06469,402,32,92,68,138
06470,2367,495,1386,640,1171
06471,652,223,517,309,653
06472,657,247,297,372,249
06473,2160,853,1390,779,1872
06475,1178,466,489,543,749
06477,2189,454,1192,661,1156
06478,1043,258,1086,553,657
06479,938,141,731,340,689
06480,948,265,458,371,581
06481,107,26,46,31,105
06482,1528,356,1087,420,785
06483,913,330,885,427,929
06484,3217,1290,3245,1446,1839
06488,2542,535,1323,688,1677
06489,2465,800,1941,1332,1699
06492,3596,1306,2391,1626,2695
06498,705,170,446,239,311
06510,745,68,102,44,329
06511,7282,982,1278,693,4758
06512,1879,448,826,566,1541
06513,1268,441,615,553,1083
06514,2578,521,1097,619,1311
06515,1871,420,556,458,1778
06516,2305,927,1574,1050,1809
06517,2427,520,667,566,1571
06518,2242,529,957,795,1519
06519,394,136,191,100,231
06524,740,260,377,296,336
06525,1661,459,779,397,917
06604,1027,319,694,437,900
06605,860,306,755,314,1163
06606,1571,421,1482,635,1449
06607,133,40,129,48,70
06608,152,20,99,74,135
06610,600,139,451,233,513
06611,4543,944,3326,1453,2435
06612,940,276,827,225,712
06614,2765,646,1664,1332,1865
06615,1138,213,818,456,714
06702,80,35,17,52,15
06704,537,118,293,238,531
06705,643,311,568,404,631
06706,337,213,305,256,381
06708,1121,527,896,840,1061
06710,226,71,155,113,307
06712,662,399,537,409,386
06716,930,411,782,531,678
06750,77,10,28,42,94
06751,322,67,124,99,321
06752,262,76,68,47,263
06754,230,53,49,88,159
06755,47,20,68,14,92
06756,261,102,141,170,176
06757,256,100,75,169,212
06758,30,8,7,4,14
06759,757,224,218,246,610
06762,971,239,455,371,609
06763,217,45,48,94,158
06770,1844,586,1259,660,1022
06776,2367,755,1520,989,1650
06777,168,51,45,109,172
